metabolite,name
pser__L_e,O-Phospho-L-serine
3ocmrs7eACP_c,3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein]
so2_c,Sulfur dioxide
1odecg3p_c,1-octadecanoyl-sn-glycerol 3-phosphate
poaac_c,Peroxyaminoacrylate
2agpe120_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)
cdpdhdecg_c,"CDP-1,2-dihexadecanoylglycerol"
5mtr_e,5-Methylthio-D-ribose
hdcea_p,Hexadecenoate (n-C16:1)
2agpg160_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)
2agpe180_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)
2agpg161_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)
moco_c,Molybdenum cofactor
1tdec7eg3p_p,1-tetradec-7-enoyl-sn-glycerol 3-phosphate
3hpp_c,3-Hydroxypropanoate
2ddg6p_c,2-Dehydro-3-deoxy-D-gluconate 6-phosphate
mincyc_e,Minocycline
1agpg140_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)
arab__L_c,L-Arabinose
sufbcd_4fe4s_c,SufBCD with bound [4Fe-4S] cluster
dhcur_c,Dihydrocurcumin
ade_c,Adenine
rml_c,L-Rhamnulose
rfamp_e,Rifampin
acg5p_c,N-Acetyl-L-glutamyl 5-phosphate
rfamp_p,Rifampin
4pasp_c,4-Phospho-L-aspartate
glu5p_c,L-Glutamate 5-phosphate
h2o_e,H2O H2O
ch4_c,Methane
23dhdp_c,"2,3-Dihydrodipicolinate"
3mop_c,(S)-3-Methyl-2-oxopentanoate
3htdcoa_c,(S)-3-Hydroxytetradecanoyl-CoA
dgtp_c,DGTP C10H12N5O13P3
rib__D_e,D-Ribose
fad_c,Flavin adenine dinucleotide oxidized
uri_e,Uridine
4ahmmp_c,4-Amino-5-hydroxymethyl-2-methylpyrimidine
trp__L_e,L-Tryptophan
dpcoa_c,Dephospho-CoA
2ommbl_c,"2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol"
23ddhb_c,"2,3-Dihydro-2,3-dihydroxybenzoate"
din_e,Deoxyinosine
36dahx_c,"(3S)-3,6-Diaminohexanoate"
melib_c,Melibiose C12H22O11
udcpp_c,Undecaprenyl phosphate
dcamp_c,"N6-(1,2-Dicarboxyethyl)-AMP"
kdo2lipid4_c,KDO(2)-lipid IV(A)
galct__D_e,D-Galactarate
udpglcur_c,UDP-D-glucuronate
4h2opntn_c,4-Hydroxy-2-oxopentanoate
btnso_c,D-biotin d-sulfoxide
myrsACP_c,Myristoyl-ACP (n-C14:0ACP)
selnp_c,Selenophosphate
camp_c,CAMP C10H11N5O6P
dtbt_c,Dethiobiotin
galur_e,D-Galacturonate
gmhep17bp_c,"D-Glycero-D-manno-heptose 1,7-bisphosphate"
ACP_c,Acyl carrier protein
met__D_p,D-Methionine
palmACP_c,Palmitoyl-ACP (n-C16:0ACP)
alltn_p,Allantoin
dad_2_p,Deoxyadenosine
suc6p_c,Sucrose 6-phosphate
etha_p,Ethanolamine
dgmp_p,DGMP C10H12N5O7P
23dappa_p,"2,3-diaminopropionate"
g3pi_p,Sn-Glycero-3-phospho-1-inositol
23camp_e,"2',3'-Cyclic AMP"
uLa4n_p,Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose
cu_c,Cu+
cpgn_un_p,Coprogen unloaded (no Fe(III))
ps141_c,"Phosphatidylserine (ditetradec-7-enoyl, n-C14:1)"
pgp141_p,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)"
pgp180_p,"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)"
psclys_p,Psicoselysine
4abzglu_c,4-aminobenzoyl-glutamate
dhps_e,"2,3-Dihydroxypropane-1-sulfonate"
erthrs_c,D-erythrose
succoa_c,Succinyl-CoA
xyl__D_c,D-Xylose
sucsal_c,Succinic semialdehyde
alltn_c,Allantoin
3hdcoa_c,(S)-3-Hydroxydecanoyl-CoA
mnl_e,D-Mannitol
for_e,Formate
kdolipid4_c,KDO-lipid IV(A)
seramp_c,L-seryl-AMP
ade_p,Adenine
sbt__D_p,D-Sorbitol
12ppd__S_p,"(S)-Propane-1,2-diol"
dca_p,Decanoate (n-C10:0)
fe3dcit_p,Fe(III)dicitrate
h2o2_e,Hydrogen peroxide
23cump_e,"2',3'-Cyclic UMP"
eca2und_p,(enterobacterial common antigen)x2 undecaprenyl-diphosphate
cl_p,Chloride
murein4p3p_p,"Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)"
12dgr160_p,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)"
1agpg120_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)
tungs_e,Tungstate
5fthf_c,5-Formyltetrahydrofolate
arbtn_fe3_c,Aerobactin
hbcoa__3R_c,(R)-3-Hydroxybutanoyl-CoA
phb_c,(R)-3-hydroxybutyrate
phleth_e,Phenylethylene (styrene)
phleth_p,Phenylethylene (styrene)
phleth_c,Phenylethylene (styrene)
phloxi__s2_c,(S)-2-phenyloxirane
